iter	Logloss
630	0.3468285931
631	0.3467023652
632	0.3466039327
633	0.3465140168
634	0.3464134476
635	0.3463205593
636	0.3462495848
637	0.3460894503
638	0.3459728873
639	0.3459244219
640	0.3458229404
641	0.345714754
642	0.3455992783
643	0.3454967699
644	0.3453848666
645	0.3452892876
646	0.3451890859
647	0.3450732075
648	0.345009178
649	0.3448823411
650	0.3448038007
651	0.3446995899
652	0.3445843741
653	0.3444637146
654	0.344394342
655	0.3443012809
656	0.3442138293
657	0.3441002912
658	0.3440160881
659	0.3439383627
660	0.343841412
661	0.3437415562
662	0.34364367
663	0.343534625
664	0.3434213757
665	0.3433659437
666	0.343301735
667	0.343189109
668	0.343046603
669	0.3429810276
670	0.3428916462
671	0.3427763303
672	0.3426599794
673	0.3425251138
674	0.3424460904
675	0.3423124582
676	0.3422226378
677	0.3421184071
678	0.3420522887
679	0.3419601819
680	0.3418782182
681	0.3418352544
682	0.3417613402
683	0.3416677341
684	0.3415492265
685	0.3414749171
686	0.3413946502
687	0.3413099072
688	0.3412125453
689	0.3410768216
690	0.3409642501
691	0.3408902551
692	0.340800014
693	0.3406523414
694	0.3405762249
695	0.3404532253
696	0.3403733865
697	0.3402890606
698	0.3401952043
699	0.3400735185
700	0.3399444259
701	0.33988228
702	0.3398016268
703	0.3396677163
704	0.3395863452
705	0.3394659755
706	0.3393686023
707	0.3392965432
708	0.3392156073
709	0.3391348165
710	0.33902865
711	0.338923832
712	0.3388548493
713	0.3387323524
714	0.3386246462
715	0.3384761804
716	0.3383353534
717	0.3381988787
718	0.3380924989
719	0.3379887337
720	0.3379014557
721	0.3378307968
722	0.3377577683
723	0.3376455459
724	0.3375834758
725	0.3374927061
726	0.3373856535
727	0.3372694195
728	0.3371671105
729	0.3370913661
730	0.3370215422
731	0.3369746873
732	0.3368815932
733	0.336769101
734	0.33664333
735	0.3365742674
736	0.3364462324
737	0.3363439478
738	0.3362416523
739	0.336135694
740	0.3360790203
741	0.3359583049
742	0.335825972
743	0.3356921486
744	0.3355863578
745	0.3354676183
746	0.3354006005
747	0.3353222786
748	0.3352443392
749	0.3351583642
750	0.3350438786
751	0.3349448696
752	0.3348982792
753	0.3348488864
754	0.3347444942
755	0.3346312794
756	0.3344909585
757	0.3344462656
758	0.3343183253
759	0.334191736
760	0.33411923
761	0.333989162
762	0.3339087475
763	0.3338253975
764	0.333706819
765	0.3335859767
766	0.3334687405
767	0.3333854741
768	0.3332776872
769	0.3331720754
770	0.333138127
771	0.3329995493
772	0.3329220613
773	0.3328497066
774	0.3327841828
775	0.3327215265
776	0.33264781
777	0.3325680754
778	0.3325323276
779	0.3324540776
780	0.3323961226
781	0.3323540511
782	0.3322027465
783	0.3321548003
784	0.3320398478
785	0.3319742938
786	0.3318788405
787	0.3317942654
788	0.331687426
789	0.3315930961
790	0.3315047315
791	0.3313751708
792	0.331280777
793	0.3312231192
794	0.33111774
795	0.3310399347
796	0.3309948403
797	0.3308524873
798	0.3307842499
799	0.3307127435
800	0.3306320696
801	0.3304841279
802	0.3303549479
803	0.3302720686
804	0.3301840176
805	0.3300804012
806	0.329970757
807	0.3298772202
808	0.3297360682
809	0.3296657903
810	0.3295391649
811	0.3294087887
812	0.329361538
813	0.3292561423
814	0.3291284306
815	0.3290580638
816	0.3289392189
817	0.3288700723
818	0.3287744139
819	0.3287029639
820	0.3286108817
821	0.3284943276
822	0.3283858514
823	0.3283310789
824	0.3282178647
825	0.3281309619
826	0.3280496984
827	0.3280202122
828	0.3279118409
829	0.3277794652
830	0.3276901034
831	0.3275407726
832	0.3274759052
833	0.3274019823
834	0.3273286028
835	0.3272747664
836	0.3272046836
837	0.3270842288
838	0.3269773998
839	0.3268985641
840	0.3267775623
841	0.3266301683
842	0.326507286
843	0.3264092677
844	0.3263018559
845	0.3262023857
846	0.3260843459
847	0.32601366
848	0.3259478367
849	0.3258127251
850	0.3257380288
851	0.3256653314
852	0.3255964095
853	0.3254650083
854	0.325370273
855	0.325258014
856	0.325171597
857	0.3250905044
858	0.3250133945
859	0.3248720933
860	0.324803267
861	0.3247185018
862	0.3246596727
863	0.3246139851
864	0.3245485544
865	0.3244670086
866	0.3243741071
867	0.3243027056
868	0.3242412301
869	0.3241711499
870	0.3240440573
871	0.3239587679
872	0.3238622204
873	0.3237731815
874	0.3237014437
875	0.3235952651
876	0.3235021847
877	0.3233903657
878	0.3233108791
879	0.3232226686
880	0.3231529364
881	0.3230464932
882	0.3229266492
883	0.3228576411
884	0.3227306723
885	0.3226541895
886	0.32258244
887	0.3225432912
888	0.3224487581
889	0.3223292211
890	0.3222558363
891	0.3221597075
892	0.322069515
893	0.321970084
894	0.3219023346
895	0.3218273709
896	0.3217508624
897	0.3216608407
898	0.3215573903
899	0.3214977101
900	0.3214236262
901	0.3213551471
902	0.3212510632
903	0.3211673463
904	0.3211248551
905	0.3210432877
906	0.320977084
907	0.3208843848
908	0.3208506984
909	0.3207200458
910	0.3206916668
911	0.3205767624
912	0.3204686844
913	0.320427165
914	0.3203481392
915	0.3203065131
916	0.3201905815
917	0.3200849296
918	0.3199875803
919	0.3198910858
920	0.3198132119
921	0.3196957805
922	0.3196207683
923	0.319577183
924	0.3194467249
925	0.3193502516
926	0.319318558
927	0.3192287742
928	0.3191451786
929	0.3190632537
930	0.3189933567
931	0.3189185848
932	0.3188295444
933	0.3187349317
934	0.3186715
935	0.31860901
936	0.3185184149
937	0.3183816802
938	0.3183249696
939	0.3182615776
940	0.3181446626
941	0.3180578388
942	0.3179715958
943	0.3179275863
944	0.3178267395
945	0.3176976088
946	0.3175843689
947	0.3174895112
948	0.3174688358
949	0.3174040661
950	0.3173373415
951	0.3172157331
952	0.317077977
953	0.3169847132
954	0.3169057276
955	0.3168120624
956	0.316753448
957	0.3166753231
958	0.3165778387
959	0.3165349066
960	0.3164836912
961	0.3164162524
962	0.3163340732
963	0.3162216867
964	0.316115816
965	0.3160196239
966	0.3159442071
967	0.3158929709
968	0.3158088693
969	0.3157335879
970	0.3156261468
971	0.3155631311
972	0.3154859242
973	0.3154103361
974	0.315343461
975	0.3152512917
976	0.315180205
977	0.3150728833
978	0.3149603311
979	0.3148897207
980	0.3147728975
981	0.314666689
982	0.3145524219
983	0.3144773329
984	0.3144072002
985	0.3143188122
986	0.3142513519
987	0.3141640032
988	0.3140819721
989	0.3139671064
990	0.3138504989
991	0.3137606226
992	0.3136721322
993	0.3136168769
994	0.3135326093
995	0.3133971149
996	0.31334192
997	0.3132342665
998	0.313144775
999	0.3130915612
